School Name,School Code,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,year,Nonbinary,High Needs#,High Needs%,English Learners#,English Learners%,First Language Not English#,First Language Not English%,Economically Disadvantaged#,Economically Disadvantaged%,Students with Disabilities#,Students with Disabilities%,Low Income#,Low Income%,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,Tests Taken,Reading / Writing,Writing,Math
Peabody - William A Welch Sr,02290027,   0.0,   1.4,   4.2,  27.2,   2.2,   0.0,  65.0,  48.9,  51.1,2018,,     244,  63.9,      73,  19.1,      97,  25.4,     186,  48.7,      57,  14.9,,,,,,,,,,,,,,,,,,,,,,,
Pelham - Pelham Elementary,02300005,   0.0,   3.9,   0.8,   9.4,   3.9,   0.0,  81.9,  48.0,  52.0,2018,,      49,  36.3,       1,   0.7,       4,   3.0,      26,  19.3,      30,  22.2,,,,,,,,,,,,,,,,,,,,,,,
Pembroke - Bryantville Elementary,02310003,   0.2,   0.6,   0.4,   0.0,   3.4,   0.2,  95.2,  48.4,  51.6,2018,,     166,  33.2,      10,   2.0,      17,   3.4,     100,  20.0,      73,  14.6,,,,,,,,,,,,,,,,,,,,,,,
Pembroke - Hobomock Elementary,02310010,   0.0,   0.5,   0.7,   0.2,   0.5,   0.0,  98.1,  43.5,  56.5,2018,,      93,  21.9,       5,   1.2,       8,   1.9,      41,   9.6,      59,  13.9,,,,,,,,,,,,,,,,,,,,,,,
Pembroke - North Pembroke Elementary,02310015,   0.2,   0.9,   0.7,   0.5,   2.7,   0.0,  94.9,  46.6,  53.2,2018,,     149,  26.6,      11,   2.0,      14,   2.5,      72,  12.8,      91,  16.2,,,,,,,,,,,,,,,,,,,,,,,
Pembroke - Pembroke Community Middle School,02310305,   0.0,   1.4,   0.6,   0.8,   0.6,   0.0,  96.6,  50.6,  49.4,2018,,     103,  22.3,       1,   0.2,       5,   1.1,      47,  10.2,      64,  13.9,,,,,,,,,,,,,,,,,,,,,,,
Pembroke - Pembroke High School,02310505,   0.0,   1.1,   1.0,   0.4,   0.5,   0.3,  96.6,  50.1,  49.6,2018,,     153,  18.0,       1,   0.1,       5,   0.6,      87,  10.2,      89,  10.5,,,225,170,75.6,0,30.6,13.5,55.9,12.9,18.8,16.5,       268,    98.1,     0.0,     0.0,     0.4,     1.5,     0.0,     240,557,,557
Pentucket - Dr Frederick N Sweetsir,07450020,   0.0,   0.0,   0.0,  10.1,   2.8,   0.0,  87.2,  46.3,  53.7,2018,,      80,  34.8,       2,   0.9,       2,   0.9,      39,  17.0,      61,  26.5,,,,,,,,,,,,,,,,,,,,,,,
Pentucket - Dr John C Page School,07450015,   0.0,   2.9,   0.3,   1.8,   2.1,   0.0,  93.0,  49.3,  50.7,2018,,      85,  24.9,       2,   0.6,       4,   1.2,      28,   8.2,      68,  19.9,,,,,,,,,,,,,,,,,,,,,,,
Pentucket - Elmer S Bagnall,07450005,   0.0,   0.4,   0.6,   4.6,   2.2,   0.0,  92.3,  44.2,  55.8,2018,,     139,  28.2,       0,   0.0,       3,   0.6,      54,  11.0,     104,  21.1,,,,,,,,,,,,,,,,,,,,,,,
Pentucket - Helen R Donaghue School,07450010,   0.0,   0.8,   0.4,   6.2,   2.1,   0.0,  90.5,  49.8,  50.2,2018,,      88,  37.4,       2,   0.9,       2,   0.9,      41,  17.4,      66,  28.1,,,,,,,,,,,,,,,,,,,,,,,
Pentucket - Pentucket Regional Middle,07450405,   0.0,   2.1,   0.2,   2.8,   1.2,   0.0,  93.6,  43.4,  56.6,2018,,     110,  27.6,       1,   0.3,       2,   0.5,      56,  14.1,      76,  19.1,,,,,,,,,,,,,,,,,,,,,,,
Pentucket - Pentucket Regional Sr High,07450505,   0.0,   2.0,   0.7,   2.6,   0.7,   0.0,  94.1,  50.0,  50.0,2018,,     160,  21.6,       1,   0.1,       5,   0.7,      74,  10.0,     101,  13.6,,,150,136,90.7,0,28.7,18.4,52.9,18.4,5.9,19.9,       187,    95.7,     1.6,     0.5,     1.1,     1.1,     0.0,     177,576,,574
Petersham - Petersham Center,02340005,   0.0,   0.9,   0.0,   4.3,   4.3,   0.0,  90.5,  48.3,  51.7,2018,,      48,  41.7,       1,   0.9,       1,   0.9,      27,  23.5,      23,  20.0,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,   0.5,   1.5,  24.1,  64.0,   5.4,   0.0,   4.4,  47.8,  52.2,2018,,     182,  91.9,      37,  18.7,      45,  22.7,     171,  86.4,      64,  32.3,,,14,,,,,,,,,,,,,,,,,       7,,,
Phoenix Charter Academy (District) - Phoenix Charter Academy,04930505,   0.5,   1.0,  13.7,  78.7,   0.0,   0.0,   6.1,  45.7,  54.3,2018,,     181,  90.0,     118,  58.7,     160,  79.6,      92,  45.8,      22,  10.9,,,16,8,50,0,25,75,0,62.5,0,0,       101,     9.9,    30.7,     0.0,     2.0,    57.4,     0.0,       3,,,
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,   1.6,   8.8,  28.0,  29.6,   0.6,   0.1,  31.1,  52.2,  47.8,2018,,     520,  65.9,     214,  27.1,     524,  66.4,     315,  39.9,      77,   9.8,,,37,34,91.9,0,55.9,11.8,32.4,11.8,5.9,26.5,        33,    93.9,     3.0,     3.0,     0.0,     0.0,     0.0,      70,573,,624
Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,   0.3,  14.3,  33.3,  23.5,   2.0,   0.0,  26.6,  53.2,  46.8,2018,,     208,  57.5,      87,  24.0,     186,  51.4,      84,  23.2,      44,  12.2,,,45,38,84.4,0,57.9,15.8,26.3,15.8,7.9,18.4,,,,,,,,      68,584,,654
Pioneer Valley - Bernardston Elementary,07500006,   0.0,   0.0,   0.6,   0.0,   4.5,   0.0,  94.9,  52.9,  47.1,2018,,      71,  44.7,       0,   0.0,       2,   1.3,      47,  29.6,      37,  23.3,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Valley - Northfield Elementary,07500008,   0.0,   0.0,   0.0,   2.2,   3.8,   0.0,  94.1,  49.5,  50.5,2018,,      78,  42.4,       0,   0.0,       1,   0.5,      43,  23.4,      41,  22.3,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Valley - Pearl E Rhodes Elementary,07500007,   0.0,   0.0,   0.0,  12.1,   0.0,   0.0,  87.9,  57.6,  42.4,2018,,      15,  46.9,       0,   0.0,       0,   0.0,       9,  28.1,      11,  34.4,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Valley - Pioneer Valley Regional,07500505,   0.3,   0.8,   1.1,   1.4,   3.1,   0.0,  93.3,  50.0,  50.0,2018,,      78,  25.1,       1,   0.3,       1,   0.3,      47,  15.1,      43,  13.8,,,57,43,75.4,0,23.3,51.2,25.6,48.8,9.3,7,        64,    96.9,     1.6,     0.0,     0.0,     1.6,     0.0,      51,555,,520
Pioneer Valley - Warwick Community School,07500009,   0.0,   0.0,   0.0,   5.1,   8.5,   0.0,  86.4,  44.1,  55.9,2018,,      18,  31.6,       0,   0.0,       0,   0.0,      15,  26.3,       7,  12.3,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,04970205,   0.0,  18.1,   7.3,   5.5,  13.2,   0.0,  56.0,  53.1,  46.7,2018,,     129,  24.4,      17,   3.2,     113,  21.4,      83,  15.7,      29,   5.5,,,15,12,80,0,58.3,8.3,33.3,8.3,0,25,        11,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0,      10,660,,634
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,04790505,   0.2,   2.2,   9.5,  14.2,   6.5,   0.0,  67.3,  68.8,  30.9,2018,,     160,  40.0,       2,   0.5,       3,   0.8,      98,  24.5,      82,  20.5,,,61,53,86.9,0,54.7,26.4,18.9,24.5,7.5,3.8,        66,    89.4,     7.6,     0.0,     1.5,     1.5,     0.0,      68,568,,517
Pittsfield - Allendale,02360010,   0.7,   2.1,   8.3,  12.2,  11.8,   0.0,  64.9,  49.7,  50.3,2018,,     183,  58.5,      16,   5.1,      30,   9.6,     162,  51.8,      38,  12.1,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield - Crosby,02360065,   0.9,   0.9,  13.2,  19.5,  11.7,   0.0,  53.8,  40.4,  59.6,2018,,     336,  83.2,      26,   6.4,      30,   7.4,     289,  71.5,     153,  37.9,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield - Egremont,02360035,   0.0,   0.9,   7.3,  10.4,   6.1,   0.0,  75.2,  50.1,  49.9,2018,,     208,  48.1,      21,   4.9,      30,   6.9,     165,  38.2,      59,  13.7,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield - John T Reid Middle,02360305,   0.4,   0.9,  11.3,  12.0,   9.6,   0.2,  65.6,  50.5,  49.5,2018,,     358,  65.0,       9,   1.6,      27,   4.9,     321,  58.3,     135,  24.5,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield - Morningside Community School,02360055,   0.3,   0.5,  13.7,  21.4,  12.1,   0.0,  51.9,  49.9,  50.1,2018,,     290,  81.7,      36,  10.1,      45,  12.7,     267,  75.2,      71,  20.0,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield - Pittsfield High,02360505,   0.1,   2.0,  10.7,  12.6,   4.6,   0.0,  70.1,  48.8,  51.1,2018,,     416,  51.8,      24,   3.0,      64,   8.0,     326,  40.6,     197,  24.5,,,174,140,80.5,0.7,27.9,42.9,28.6,42.9,14.3,9.3,       207,    79.7,     8.2,     1.0,     2.9,     8.2,     0.0,     140,533,,525
Pittsfield - Robert T. Capeless Elementary School,02360045,   0.0,   0.0,   3.7,   7.9,  10.2,   0.0,  78.2,  54.6,  45.4,2018,,     113,  53.6,       2,   0.9,       4,   1.9,     104,  49.3,      25,  11.8,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield - Silvio O Conte Community,02360105,   0.8,   1.1,  18.5,  24.3,  15.2,   0.0,  40.1,  50.3,  49.7,2018,,     327,  88.4,      47,  12.7,      58,  15.7,     312,  84.3,      54,  14.6,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield - Stearns,02360090,   0.0,   1.6,   2.4,   8.6,   6.9,   0.0,  80.4,  45.3,  54.7,2018,,     101,  43.3,       0,   0.0,       4,   1.7,      85,  36.5,      54,  23.2,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield - Taconic High,02360510,   0.1,   1.1,  13.2,  10.2,   7.8,   0.0,  67.5,  49.4,  50.6,2018,,     467,  57.3,      24,   2.9,      63,   7.7,     366,  44.9,     186,  22.8,,,173,107,61.8,2.8,25.2,50.5,21.5,48.6,15,3.7,       180,    85.6,     5.0,     0.0,     2.8,     6.7,     0.0,     114,526,,518
Pittsfield - Theodore Herberg Middle,02360310,   0.0,   1.2,  10.7,  11.5,   7.5,   0.0,  69.1,  51.0,  49.0,2018,,     369,  57.2,      17,   2.6,      62,   9.6,     301,  46.7,     135,  20.9,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield - Williams,02360100,   0.0,   4.4,   5.0,   5.3,   7.2,   0.6,  77.4,  48.3,  51.7,2018,,     115,  38.7,      17,   5.7,      25,   8.4,      83,  27.9,      40,  13.5,,,,,,,,,,,,,,,,,,,,,,,
Plainville - Anna Ware Jackson,02380010,   0.0,   4.7,   3.2,   5.0,   1.7,   0.0,  85.4,  46.2,  53.8,2018,,     138,  32.5,      21,   5.0,      23,   5.4,      81,  19.1,      70,  16.5,,,,,,,,,,,,,,,,,,,,,,,
Plainville - Beatrice H Wood Elementary,02380005,   1.0,   4.6,   2.0,   8.3,   1.3,   0.0,  82.8,  50.8,  49.2,2018,,      97,  33.8,      10,   3.5,      20,   7.0,      60,  20.9,      49,  17.1,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - Cold Spring,02390005,   0.0,   2.7,   1.2,  12.5,   5.1,   0.0,  78.4,  53.3,  46.7,2018,,     102,  46.2,      21,   9.5,      39,  17.6,      73,  33.0,      29,  13.1,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - Federal Furnace School,02390011,   0.0,   0.5,   6.5,   6.7,   4.1,   0.0,  82.1,  47.9,  52.1,2018,,     156,  43.1,       0,   0.0,       9,   2.5,     112,  30.9,      76,  21.0,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - Hedge,02390010,   0.0,   3.2,   3.2,   7.8,  10.4,   0.0,  75.3,  41.6,  58.4,2018,,     118,  65.2,      29,  16.0,      52,  28.7,      90,  49.7,      31,  17.1,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - Indian Brook,02390012,   0.0,   0.0,   1.4,   2.6,   2.6,   0.0,  93.3,  49.2,  50.8,2018,,     165,  29.0,       0,   0.0,       2,   0.4,     105,  18.5,      89,  15.6,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - Manomet Elementary,02390015,   0.0,   0.0,   0.7,   3.5,   4.2,   0.0,  91.6,  51.6,  48.4,2018,,     102,  38.3,       0,   0.0,       2,   0.8,      73,  27.4,      47,  17.7,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - Nathaniel Morton Elementary,02390030,   0.2,   1.1,   0.9,   4.2,   5.3,   0.0,  88.3,  48.3,  51.7,2018,,     179,  32.1,      20,   3.6,      30,   5.4,     122,  21.9,      71,  12.7,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - Plymouth Commun Intermediate,02390405,   0.2,   2.1,   2.3,   5.0,   3.8,   0.0,  86.7,  44.5,  55.4,2018,,     424,  40.2,      22,   2.1,      59,   5.6,     278,  26.4,     239,  22.7,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - Plymouth Early Childhood Center,02390003,   0.0,   1.4,   2.9,   2.1,   7.1,   0.0,  86.4,  50.0,  50.0,2018,,      93,  60.0,       1,   0.6,       5,   3.2,      48,  31.0,      79,  51.0,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - Plymouth North High,02390505,   0.2,   1.7,   2.7,   6.1,   3.7,   0.1,  85.6,  50.5,  49.5,2018,,     416,  32.8,      20,   1.6,      57,   4.5,     264,  20.8,     202,  15.9,,,303,215,71,0.5,37.7,24.2,37.7,23.7,14,13,       316,    90.5,     1.9,     0.9,     1.6,     5.1,     0.0,     544,523,,508
Plymouth - Plymouth South High,02390515,   0.4,   1.5,   1.6,   2.6,   3.6,   0.1,  90.3,  47.0,  53.0,2018,,     342,  31.8,       3,   0.3,      13,   1.2,     189,  17.6,     226,  21.0,,,266,174,65.4,0,30.5,23,46.6,22.4,15.5,17.8,       269,    95.5,     1.9,     0.7,     0.0,     1.9,     0.0,     478,507,,495
Plymouth - Plymouth South Middle,02390305,   0.4,   0.8,   0.6,   2.3,   3.6,   0.0,  92.3,  47.7,  52.3,2018,,     231,  32.8,       1,   0.1,       6,   0.9,     136,  19.3,     136,  19.3,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - South Elementary,02390046,   0.5,   0.3,   1.2,   4.7,   5.4,   0.2,  87.7,  46.7,  53.3,2018,,     215,  34.0,       1,   0.2,       3,   0.5,     137,  21.7,     111,  17.6,,,,,,,,,,,,,,,,,,,,,,,
Plymouth - West Elementary,02390047,   0.0,   1.3,   2.5,   8.6,   4.3,   0.0,  83.2,  47.7,  52.3,2018,,     132,  37.5,       2,   0.6,      11,   3.1,      90,  25.6,      63,  17.9,,,,,,,,,,,,,,,,,,,,,,,
Plympton - Dennett Elementary,02400010,   0.5,   0.5,   0.0,   1.9,   1.9,   0.0,  95.2,  49.8,  50.2,2018,,      55,  27.6,       0,   0.0,       0,   0.0,      27,  13.6,      33,  16.6,,,,,,,,,,,,,,,,,,,,,,,
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,04870550,   0.4,   7.8,  54.7,  20.7,   2.8,   0.2,  13.4,  48.8,  51.2,2018,,     655,  58.2,     157,  14.0,     530,  47.1,     440,  39.1,     168,  14.9,,,66,64,97,0,57.8,4.7,37.5,4.7,25,12.5,        67,    98.5,     1.5,     0.0,     0.0,     0.0,     0.0,     118,518,,522
Provincetown - Provincetown Schools,02420020,   0.0,   0.0,  25.8,  15.0,   7.5,   0.0,  51.7,  50.8,  49.2,2018,,      73,  58.4,      24,  19.2,      29,  23.2,      39,  31.2,      23,  18.4,,,,,,,,,,,,,,,,,,,,,,,
Quabbin - Hardwick Elementary,07530005,   1.5,   0.0,   0.5,   9.8,   1.0,   0.0,  87.1,  46.4,  53.6,2018,,      85,  48.9,       0,   0.0,       0,   0.0,      65,  37.4,      35,  20.1,,,,,,,,,,,,,,,,,,,,,,,
Quabbin - Hubbardston Center,07530010,   0.0,   0.9,   0.9,   3.4,   0.3,   0.0,  94.4,  50.8,  49.2,2018,,      89,  28.8,       1,   0.3,       1,   0.3,      53,  17.2,      46,  14.9,,,,,,,,,,,,,,,,,,,,,,,
Quabbin - IB School of Quabbin,07530515,   0.0,   0.0,   7.7,   7.7,   0.0,   0.0,  84.6,  76.9,  23.1,2018,,,,,,,,,,,,,,,,,,,,,,,,         7,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0,,,,
Quabbin - New Braintree Grade,07530020,   0.0,   0.0,   1.9,   7.4,   1.9,   0.0,  88.9,  40.7,  59.3,2018,,      15,  24.6,       0,   0.0,       0,   0.0,      11,  18.0,       5,   8.2,,,,,,,,,,,,,,,,,,,,,,,
Quabbin - Oakham Center,07530025,   0.0,   0.0,   1.6,   3.9,   0.8,   0.0,  93.8,  58.9,  41.1,2018,,      34,  26.8,       2,   1.6,       2,   1.6,      17,  13.4,      22,  17.3,,,,,,,,,,,,,,,,,,,,,,,
Quabbin - Quabbin Regional High School,07530505,   0.0,   0.9,   0.6,   4.0,   4.0,   0.0,  90.6,  53.4,  46.6,2018,,     169,  27.0,       0,   0.0,       5,   0.8,     116,  18.5,      88,  14.1,,,132,101,76.5,0,31.7,20.8,46.5,20.8,13.9,14.9,       179,    85.5,     2.8,     0.6,     2.2,     8.9,     0.0,     164,538,,537
Quabbin - Quabbin Regional Middle School,07530405,   0.0,   0.5,   0.0,   4.8,   2.5,   0.0,  92.2,  50.8,  49.2,2018,,     132,  36.8,       1,   0.3,       5,   1.4,      87,  24.2,      76,  21.2,,,,,,,,,,,,,,,,,,,,,,,
Quabbin - Ruggles Lane,07530030,   0.0,   0.9,   0.0,   5.0,   1.7,   0.4,  92.0,  45.9,  54.1,2018,,     213,  46.1,       0,   0.0,       5,   1.1,     145,  31.4,     124,  26.8,,,,,,,,,,,,,,,,,,,,,,,
Quaboag Regional - Quaboag Regional High,07780505,   0.0,   0.0,   1.4,   6.5,   1.6,   0.0,  90.5,  49.3,  50.7,2018,,     133,  38.0,       3,   0.9,      13,   3.7,     103,  29.4,      50,  14.3,,,97,59,60.8,0,30.5,20.3,49.2,16.9,22,20.3,        78,    88.5,     3.8,     2.6,     0.0,     5.1,     0.0,      46,575,,541
Quaboag Regional - Quaboag Regional Middle Innovation School,07780305,   0.0,   0.4,   0.0,   9.7,   3.0,   0.0,  86.9,  50.8,  49.2,2018,,      92,  41.4,       0,   0.0,       3,   1.4,      70,  31.5,      34,  15.3,,,,,,,,,,,,,,,,,,,,,,,
Quaboag Regional - Warren Elementary,07780005,   0.0,   0.0,   1.1,   6.7,   2.7,   0.0,  89.4,  49.9,  50.1,2018,,     241,  55.4,       6,   1.4,      12,   2.8,     196,  45.1,      85,  19.5,,,,,,,,,,,,,,,,,,,,,,,
Quaboag Regional - West Brookfield Elementary,07780010,   0.0,   0.3,   0.3,   4.9,   3.9,   0.0,  90.5,  47.4,  52.6,2018,,     125,  42.2,       3,   1.0,       5,   1.7,      96,  32.4,      49,  16.6,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Amelio Della Chiesa Early Childhood Center,02430005,   0.0,  44.6,   7.8,   8.3,   3.6,   0.0,  35.8,  44.6,  55.4,2018,,     127,  71.8,       0,   0.0,     105,  59.3,      60,  33.9,     112,  63.3,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Atherton Hough,02430040,   0.0,  12.0,   3.6,   6.0,   2.8,   0.0,  75.7,  43.8,  56.2,2018,,     144,  53.1,      42,  15.5,      53,  19.6,      81,  29.9,      84,  31.0,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Atlantic Middle,02430305,   0.0,  50.7,   4.0,   3.0,   4.6,   0.4,  37.2,  48.9,  51.1,2018,,     333,  62.4,      56,  10.5,     259,  48.5,     163,  30.5,      76,  14.2,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Beechwood Knoll Elementary,02430020,   0.0,  44.2,   1.1,   1.4,   2.0,   0.0,  51.3,  50.4,  49.6,2018,,     169,  52.3,      51,  15.8,     136,  42.1,     103,  31.9,      27,   8.4,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Broad Meadows Middle,02430310,   0.8,  16.5,   7.1,   7.1,   2.9,   0.3,  65.4,  45.8,  54.2,2018,,     254,  68.5,      28,   7.5,      90,  24.3,     163,  43.9,     134,  36.1,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Central Middle,02430315,   0.0,  39.7,   2.4,   3.0,   2.7,   0.3,  51.9,  50.0,  50.0,2018,,     256,  41.5,      21,   3.4,     215,  34.8,     136,  22.0,      63,  10.2,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Charles A Bernazzani Elementary,02430025,   0.0,  28.8,   3.0,   5.2,   5.5,   0.0,  57.6,  51.8,  48.2,2018,,     165,  47.6,      57,  16.4,     109,  31.4,      79,  22.8,      48,  13.8,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Clifford H Marshall Elementary,02430055,   0.0,  45.1,  12.2,   8.1,   1.9,   1.8,  30.8,  49.4,  50.6,2018,,     347,  65.8,     160,  30.4,     295,  56.0,     207,  39.3,      34,   6.5,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Francis W Parker,02430075,   0.0,  68.7,   2.9,   4.5,   1.3,   0.3,  22.4,  40.6,  59.4,2018,,     259,  79.7,     132,  40.6,     229,  70.5,     137,  42.2,      50,  15.4,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Lincoln-Hancock Community School,02430035,   0.4,  33.7,  12.8,   8.9,   5.8,   0.6,  37.9,  47.4,  52.6,2018,,     353,  69.9,     166,  32.9,     258,  51.1,     205,  40.6,      52,  10.3,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Merrymount,02430060,   0.3,  24.2,   5.8,   4.3,   1.4,   0.9,  63.1,  48.1,  51.9,2018,,     175,  47.6,      57,  15.5,      96,  26.1,      91,  24.7,      53,  14.4,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Montclair,02430065,   0.0,  61.4,   3.9,   4.4,   2.9,   0.5,  26.9,  51.9,  48.1,2018,,     303,  72.1,     181,  43.1,     280,  66.7,     125,  29.8,      30,   7.1,,,,,,,,,,,,,,,,,,,,,,,
Quincy - North Quincy High,02430510,   0.4,  57.2,   2.8,   3.3,   1.0,   0.0,  35.3,  48.8,  51.2,2018,,     626,  49.8,     105,   8.3,     542,  43.1,     399,  31.7,     174,  13.8,,,328,269,82,0,33.1,12.6,54.3,11.9,7.4,44.6,       311,    95.2,     3.2,     0.3,     0.3,     1.0,     0.0,     396,548,,584
Quincy - Point Webster Middle,02430325,   0.3,  36.5,  11.8,   9.3,   3.7,   0.3,  38.2,  48.3,  51.7,2018,,     246,  62.0,      39,   9.8,     188,  47.4,     144,  36.3,      63,  15.9,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Quincy High,02430505,   0.3,  21.9,  10.1,   7.1,   3.2,   0.5,  56.9,  47.4,  52.5,2018,,     768,  50.6,     108,   7.1,     405,  26.7,     526,  34.7,     288,  19.0,,,368,251,68.2,0,35.1,17.5,47.4,17.1,13.9,29.1,       391,    91.6,     2.3,     2.3,     0.0,     3.8,     0.0,     359,533,,532
Quincy - Reay E Sterling Middle,02430320,   0.3,  26.5,  13.0,  12.4,   4.7,   0.6,  42.5,  45.3,  54.7,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Snug Harbor Community School,02430090,   0.0,  38.1,  10.6,   8.8,   3.9,   0.0,  38.6,  44.0,  56.0,2018,,     353,  80.8,      66,  15.1,     176,  40.3,     266,  60.9,     168,  38.4,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Squantum,02430095,   0.0,  31.0,   3.5,   5.2,   3.8,   0.0,  56.5,  50.1,  49.9,2018,,     154,  44.5,      38,  11.0,      79,  22.8,      81,  23.4,      73,  21.1,,,,,,,,,,,,,,,,,,,,,,,
Quincy - Wollaston School,02430110,   0.0,  62.5,   0.9,   1.8,   1.2,   0.3,  33.3,  50.2,  49.8,2018,,     205,  60.8,     113,  33.5,     206,  61.1,     111,  32.9,      26,   7.7,,,,,,,,,,,,,,,,,,,,,,,
Ralph C Mahar - Pathways Early College Innovation School,07550515,   0.0,   5.6,   0.0,   5.6,   5.6,   0.0,  83.3,  72.2,  27.8,2018,,       4,  11.4,       0,   0.0,       1,   2.9,       4,  11.4,       0,   0.0,,,16,13,81.3,0,30.8,30.8,38.5,30.8,7.7,30.8,        19,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0,      12,636,,620
Ralph C Mahar - Ralph C Mahar Regional,07550505,   0.0,   1.6,   2.2,   7.5,   3.7,   0.0,  85.0,  49.5,  50.5,2018,,     294,  47.2,       6,   1.0,      14,   2.2,     243,  39.0,     119,  19.1,,,87,51,58.6,0,21.6,47.1,31.4,41.2,19.6,11.8,       109,    89.0,     3.7,     0.9,     0.9,     5.5,     0.0,      52,536,,540
Ralph C Mahar - The Gateway to College,07550525,   0.0,   1.2,   1.2,  18.1,   3.6,   0.0,  75.9,  61.4,  38.6,2018,,      32,  43.8,       0,   0.0,       0,   0.0,      31,  42.5,       1,   1.4,,,52,45,86.5,0,11.1,77.8,11.1,77.8,11.1,0,        49,    67.3,    20.4,     2.0,     2.0,     8.2,     0.0,       6,,,
Randolph - Elizabeth G Lyons Elementary,02440020,   0.7,  12.8,  43.3,  15.1,   8.1,   0.0,  20.1,  44.0,  56.0,2018,,     199,  65.5,      58,  19.1,      93,  30.6,     137,  45.1,      61,  20.1,,,,,,,,,,,,,,,,,,,,,,,
Randolph - J F Kennedy Elementary,02440018,   0.6,  13.1,  52.3,  15.7,   6.2,   0.9,  11.2,  46.7,  53.3,2018,,     338,  76.6,      73,  16.6,     134,  30.4,     230,  52.2,     151,  34.2,,,,,,,,,,,,,,,,,,,,,,,
Randolph - Margaret L Donovan,02440015,   0.2,  24.2,  45.7,  11.5,   5.4,   0.0,  12.9,  47.7,  52.3,2018,,     302,  66.7,      93,  20.5,     172,  38.0,     183,  40.4,      60,  13.2,,,,,,,,,,,,,,,,,,,,,,,
Randolph - Martin E Young Elementary,02440040,   0.0,  16.9,  47.1,  20.8,   4.9,   0.0,  10.4,  44.8,  55.2,2018,,     198,  70.7,      70,  25.0,     111,  39.6,     131,  46.8,      59,  21.1,,,,,,,,,,,,,,,,,,,,,,,
Randolph - Randolph Community Middle,02440410,   0.2,  14.8,  51.3,  12.8,   5.1,   0.2,  15.6,  47.0,  53.0,2018,,     420,  68.5,      53,   8.6,     208,  33.9,     274,  44.7,     153,  25.0,,,,,,,,,,,,,,,,,,,,,,,
